datum,M01AB,M01AE,N02BA,N02BE,N05B,N05C,R03,R06,Year,Month,Weekday Name,Day,Weekday_Name,is_weekend,Total_Sales,Season
2018-05-29,9.0,4.033,3.3,21.25,7.0,0.0,4.0,6.0,2018,5,Tuesday,29,Tuesday,0,54.583,Spring
2018-05-30,4.34,1.67,2.0,16.4,9.0,0.0,14.0,10.0,2018,5,Wednesday,30,Wednesday,0,57.41,Spring
2018-05-31,3.5,3.66,1.35,11.4,10.0,0.0,8.0,5.64,2018,5,Thursday,31,Thursday,0,43.55,Spring
2018-06-01,12.33,2.18,4.0,29.0,9.0,0.0,5.0,3.0,2018,6,Friday,1,Friday,0,64.50999999999999,Summer
2018-06-02,8.0,3.086,4.0,23.0,9.0,3.0,7.0,9.0,2018,6,Saturday,2,Saturday,1,66.086,Summer
2018-06-03,5.0,2.746,1.0,22.4,8.0,1.0,0.0,2.0,2018,6,Sunday,3,Sunday,1,42.146,Summer
2018-06-04,3.33,3.0,6.0,19.0,3.0,0.0,6.0,6.0,2018,6,Monday,4,Monday,0,46.33,Summer
2018-06-05,4.33,3.67,1.05,20.0,7.0,2.0,0.0,7.0,2018,6,Tuesday,5,Tuesday,0,45.05,Summer
2018-06-06,6.0,2.34,0.15,17.25,16.0,3.0,0.0,2.0,2018,6,Wednesday,6,Wednesday,0,46.74,Summer
2018-06-07,2.0,4.528,0.25,19.0,11.0,1.0,10.0,2.0,2018,6,Thursday,7,Thursday,0,49.778,Summer
2018-06-08,4.0,1.33,2.0,9.0,6.0,0.0,2.0,4.4,2018,6,Friday,8,Friday,0,28.729999999999997,Summer
2018-06-09,8.0,6.462,3.0,21.0,11.0,0.0,5.0,0.0,2018,6,Saturday,9,Saturday,1,54.462,Summer
2018-06-10,2.66,4.693,5.0,33.2,7.0,0.0,0.0,3.0,2018,6,Sunday,10,Sunday,1,55.553000000000004,Summer
2018-06-11,8.0,8.33,3.1,17.0,17.0,0.0,0.0,6.0,2018,6,Monday,11,Monday,0,59.43,Summer
2018-06-12,2.34,4.5,4.0,18.186,3.0,0.0,1.0,7.4,2018,6,Tuesday,12,Tuesday,0,40.425999999999995,Summer
2018-06-13,12.0,4.33,1.2,22.25,1.0,0.0,0.0,2.0,2018,6,Wednesday,13,Wednesday,0,42.78,Summer
2018-06-14,0.0,1.0,1.0,22.0,11.0,0.0,0.0,2.0,2018,6,Thursday,14,Thursday,0,37.0,Summer
2018-06-15,1.0,0.066,0.3,11.133,10.0,0.0,8.0,2.0,2018,6,Friday,15,Friday,0,32.498999999999995,Summer
2018-06-16,3.34,6.383,5.0,10.0,5.0,0.0,2.0,7.0,2018,6,Saturday,16,Saturday,1,38.723,Summer
2018-06-17,4.84,6.586,6.0,24.0,10.0,0.0,5.0,4.0,2018,6,Sunday,17,Sunday,1,60.426,Summer
2018-06-18,4.5,1.33,2.1,14.0,4.0,0.0,1.0,6.0,2018,6,Monday,18,Monday,0,32.93,Summer
2018-06-19,4.0,3.34,4.0,23.0,8.0,0.0,5.0,3.0,2018,6,Tuesday,19,Tuesday,0,50.34,Summer
2018-06-20,3.66,4.528,2.5,15.062,8.0,3.0,11.0,2.6,2018,6,Wednesday,20,Wednesday,0,50.35,Summer
2018-06-21,3.35,2.913,4.0,36.0,5.0,0.0,5.0,10.5,2018,6,Thursday,21,Thursday,0,66.763,Summer
2018-06-22,5.0,5.099,4.15,12.0,3.0,0.0,6.0,5.5,2018,6,Friday,22,Friday,0,40.749,Summer
2018-06-23,5.33,7.343,2.0,14.0,7.0,0.0,1.0,2.0,2018,6,Saturday,23,Saturday,1,38.673,Summer
2018-06-24,1.67,4.746,2.0,29.0,10.0,0.0,0.0,3.0,2018,6,Sunday,24,Sunday,1,50.416,Summer
2018-06-25,3.33,3.099,0.0,31.062,12.0,3.0,5.0,2.0,2018,6,Monday,25,Monday,0,59.491,Summer
2018-06-26,10.33,5.67,3.0,15.0,6.0,0.0,9.0,4.4,2018,6,Tuesday,26,Tuesday,0,53.4,Summer
2018-06-27,2.0,2.396,3.0,11.0,10.0,0.0,2.0,3.0,2018,6,Wednesday,27,Wednesday,0,33.396,Summer
2018-06-28,3.0,2.192,4.0,10.0,13.0,0.0,5.0,2.0,2018,6,Thursday,28,Thursday,0,39.192,Summer
2018-06-29,1.0,3.0,2.0,10.0,8.0,0.0,0.0,4.0,2018,6,Friday,29,Friday,0,28.0,Summer
2018-06-30,6.84,3.34,7.0,26.8,10.0,2.0,0.0,4.0,2018,6,Saturday,30,Saturday,1,59.980000000000004,Summer
2018-07-01,2.0,3.693,1.0,22.0,7.0,0.0,10.0,4.0,2018,7,Sunday,1,Sunday,1,49.693,Summer
2018-07-02,3.33,6.33,3.0,24.6,18.0,0.0,3.0,7.0,2018,7,Monday,2,Monday,0,65.26,Summer
2018-07-03,6.34,2.33,1.0,13.6,9.0,0.0,8.0,3.0,2018,7,Tuesday,3,Tuesday,0,43.269999999999996,Summer
2018-07-04,1.0,2.83,3.5,16.25,6.0,0.0,22.0,7.0,2018,7,Wednesday,4,Wednesday,0,58.58,Summer
2018-07-05,4.33,2.759,4.0,15.0,6.0,3.0,3.0,1.0,2018,7,Thursday,5,Thursday,0,39.089,Summer
2018-07-06,2.33,5.33,1.25,20.0,15.0,0.0,0.0,6.0,2018,7,Friday,6,Friday,0,49.91,Summer
2018-07-07,6.33,8.52,7.0,19.0,14.0,0.0,0.0,5.5,2018,7,Saturday,7,Saturday,1,60.35,Summer
2018-07-08,7.33,5.211,2.0,28.0,10.0,0.0,5.0,4.0,2018,7,Sunday,8,Sunday,1,61.541,Summer
2018-07-09,3.33,2.0,4.0,31.0,12.0,3.0,0.0,3.0,2018,7,Monday,9,Monday,0,58.33,Summer
2018-07-10,6.0,6.36,4.0,34.0,9.0,2.0,2.0,4.0,2018,7,Tuesday,10,Tuesday,0,67.36,Summer
2018-07-11,10.0,3.363,3.0,29.4,13.0,0.0,6.0,2.0,2018,7,Wednesday,11,Wednesday,0,66.763,Summer
2018-07-12,3.0,4.34,7.0,24.0,11.0,4.0,0.0,3.0,2018,7,Thursday,12,Thursday,0,56.34,Summer
2018-07-13,1.34,2.67,1.15,22.0,5.0,0.0,2.0,3.0,2018,7,Friday,13,Friday,0,37.16,Summer
2018-07-14,0.0,3.2,0.0,26.0,8.0,0.0,0.0,1.4,2018,7,Saturday,14,Saturday,1,38.6,Summer
2018-07-15,10.0,9.42,3.5,23.0,4.0,0.0,1.0,7.0,2018,7,Sunday,15,Sunday,1,57.92,Summer
2018-07-16,9.33,5.023,1.0,22.0,8.0,0.0,0.0,3.0,2018,7,Monday,16,Monday,0,48.353,Summer
2018-07-17,2.33,3.66,2.0,29.4,13.0,0.0,0.0,6.0,2018,7,Tuesday,17,Tuesday,0,56.39,Summer
2018-07-18,2.5,2.837,5.0,10.0,17.0,0.0,12.0,6.0,2018,7,Wednesday,18,Wednesday,0,55.337,Summer
2018-07-19,6.84,4.0,3.0,16.0,14.0,1.0,0.0,3.0,2018,7,Thursday,19,Thursday,0,47.84,Summer
2018-07-20,5.0,7.177,5.0,35.2,2.0,1.0,2.0,4.0,2018,7,Friday,20,Friday,0,61.377,Summer
2018-07-21,4.0,5.02,0.3,22.0,7.0,0.0,5.0,1.0,2018,7,Saturday,21,Saturday,1,44.32,Summer
2018-07-22,3.66,4.34,0.0,31.0,4.0,0.0,5.0,6.0,2018,7,Sunday,22,Sunday,1,54.0,Summer
2018-07-23,8.68,1.863,2.1,12.0,15.0,1.0,0.0,5.3,2018,7,Monday,23,Monday,0,45.943,Summer
2018-07-24,9.68,4.0,2.0,22.0,4.0,1.0,2.0,2.0,2018,7,Tuesday,24,Tuesday,0,46.68,Summer
2018-07-25,5.0,2.68,2.0,16.0,7.0,0.0,0.0,2.0,2018,7,Wednesday,25,Wednesday,0,34.68,Summer
2018-07-26,4.33,1.827,5.0,24.0,4.0,0.0,1.0,4.0,2018,7,Thursday,26,Thursday,0,44.157,Summer
2018-07-27,2.34,3.34,3.0,19.4,11.0,0.0,1.0,6.0,2018,7,Friday,27,Friday,0,46.08,Summer
2018-07-28,6.0,4.01,1.0,24.5,9.0,0.0,0.0,3.0,2018,7,Saturday,28,Saturday,1,47.51,Summer
2018-07-29,3.5,4.35,2.1,9.0,7.0,1.0,0.0,3.0,2018,7,Sunday,29,Sunday,1,29.95,Summer
2018-07-30,3.0,6.33,5.3,26.0,9.0,2.0,0.0,4.0,2018,7,Monday,30,Monday,0,55.629999999999995,Summer
2018-07-31,7.33,3.736,3.0,13.0,5.0,0.0,0.0,3.0,2018,7,Tuesday,31,Tuesday,0,35.066,Summer
2018-08-01,1.0,2.34,1.0,14.0,9.0,1.0,1.0,7.0,2018,8,Wednesday,1,Wednesday,0,36.34,Summer
2018-08-02,0.0,1.0,0.0,11.0,11.0,0.0,2.0,5.0,2018,8,Thursday,2,Thursday,0,30.0,Summer
2018-08-03,4.01,2.67,2.0,21.0,9.0,0.0,0.0,1.0,2018,8,Friday,3,Friday,0,39.68,Summer
2018-08-04,5.0,3.87,2.0,8.0,11.0,3.0,0.0,8.0,2018,8,Saturday,4,Saturday,1,40.870000000000005,Summer
2018-08-05,6.0,0.99,5.0,13.0,4.0,2.0,6.0,1.3,2018,8,Sunday,5,Sunday,1,38.29,Summer
2018-08-06,8.33,6.165,2.0,21.388,7.0,0.0,6.0,2.0,2018,8,Monday,6,Monday,0,52.883,Summer
2018-08-07,2.33,2.67,8.0,15.0,7.0,1.0,1.0,3.0,2018,8,Tuesday,7,Tuesday,0,40.0,Summer
2018-08-08,4.33,2.793,2.0,10.0,13.0,0.0,0.0,2.0,2018,8,Wednesday,8,Wednesday,0,34.123000000000005,Summer
2018-08-09,2.67,3.066,1.0,29.4,13.0,0.0,0.0,2.0,2018,8,Thursday,9,Thursday,0,51.135999999999996,Summer
2018-08-10,6.0,4.0,4.0,19.0,4.0,0.0,0.0,2.0,2018,8,Friday,10,Friday,0,39.0,Summer
2018-08-11,4.0,4.133,6.0,37.0,16.0,1.0,5.0,10.0,2018,8,Saturday,11,Saturday,1,83.133,Summer
2018-08-12,10.99,4.99,6.0,16.0,6.0,0.0,1.0,2.0,2018,8,Sunday,12,Sunday,1,46.980000000000004,Summer
2018-08-13,3.33,5.02,2.0,23.25,15.0,0.0,3.0,2.0,2018,8,Monday,13,Monday,0,53.6,Summer
2018-08-14,1.33,2.736,5.0,12.0,9.0,0.0,4.0,5.0,2018,8,Tuesday,14,Tuesday,0,39.066,Summer
2018-08-15,8.34,4.199,2.0,32.2,13.0,2.0,0.0,1.0,2018,8,Wednesday,15,Wednesday,0,62.739000000000004,Summer
2018-08-16,3.33,8.729,4.0,27.4,6.0,3.0,5.0,5.0,2018,8,Thursday,16,Thursday,0,62.458999999999996,Summer
2018-08-17,2.33,2.99,2.4,23.0,5.0,1.0,5.0,1.0,2018,8,Friday,17,Friday,0,42.72,Summer
2018-08-18,6.33,5.34,0.0,32.1,5.0,1.0,6.0,0.0,2018,8,Saturday,18,Saturday,1,55.77,Summer
2018-08-19,6.33,4.495,1.0,19.9,3.0,0.0,5.0,6.0,2018,8,Sunday,19,Sunday,1,45.724999999999994,Summer
2018-08-20,4.0,5.68,4.2,21.4,7.0,0.0,20.0,3.0,2018,8,Monday,20,Monday,0,65.28,Summer
2018-08-21,2.34,3.0,2.15,26.2,4.0,1.0,1.0,4.0,2018,8,Tuesday,21,Tuesday,0,43.69,Summer
2018-08-22,5.0,4.33,0.0,18.0,4.0,1.0,0.0,4.0,2018,8,Wednesday,22,Wednesday,0,36.33,Summer
2018-08-23,5.0,4.067,4.0,35.0,8.0,0.0,23.0,3.0,2018,8,Thursday,23,Thursday,0,82.06700000000001,Summer
2018-08-24,4.0,2.34,1.0,38.5,7.0,0.0,21.0,4.0,2018,8,Friday,24,Friday,0,77.84,Summer
2018-08-25,3.67,4.01,3.2,27.0,4.0,0.0,6.0,2.5,2018,8,Saturday,25,Saturday,1,50.379999999999995,Summer
2018-08-26,11.33,6.67,4.0,57.0,10.0,0.0,8.0,4.3,2018,8,Sunday,26,Sunday,1,101.3,Summer
2018-08-27,3.34,1.0,9.0,16.0,6.0,0.0,1.0,1.0,2018,8,Monday,27,Monday,0,37.34,Summer
2018-08-28,2.0,2.68,1.0,26.4,7.0,1.0,0.0,3.0,2018,8,Tuesday,28,Tuesday,0,43.08,Summer
2018-08-29,6.67,2.67,1.3,28.5,10.0,1.0,5.0,3.0,2018,8,Wednesday,29,Wednesday,0,58.14,Summer
2018-08-30,2.33,2.736,3.0,38.0,7.0,0.0,4.0,2.0,2018,8,Thursday,30,Thursday,0,59.066,Summer
2018-08-31,4.34,3.34,0.0,17.2,13.0,1.0,20.0,4.0,2018,8,Friday,31,Friday,0,62.879999999999995,Summer
2018-09-01,2.34,0.0,2.2,19.0,6.0,1.0,1.0,2.0,2018,9,Saturday,1,Saturday,1,33.54,Autumn
2018-09-02,6.68,5.373,3.0,20.0,5.0,0.0,5.0,2.0,2018,9,Sunday,2,Sunday,1,47.053,Autumn
2018-09-03,1.0,2.02,2.0,27.4,12.0,0.0,0.0,4.0,2018,9,Monday,3,Monday,0,48.42,Autumn
2018-09-04,4.0,1.086,1.0,22.0,7.0,0.0,3.0,2.0,2018,9,Tuesday,4,Tuesday,0,40.086,Autumn
2018-09-05,6.5,3.33,1.5,28.0,11.0,0.0,3.0,2.0,2018,9,Wednesday,5,Wednesday,0,55.33,Autumn
2018-09-06,6.66,4.056,3.0,18.4,13.0,0.0,5.0,0.0,2018,9,Thursday,6,Thursday,0,50.116,Autumn
2018-09-07,2.0,1.746,4.0,42.0,6.0,0.0,22.0,7.7,2018,9,Friday,7,Friday,0,85.44600000000001,Autumn
2018-09-08,10.0,2.34,6.1,35.4,12.0,0.0,10.0,1.0,2018,9,Saturday,8,Saturday,1,76.84,Autumn
2018-09-09,4.0,5.944,0.0,50.0,2.0,0.0,0.0,5.0,2018,9,Sunday,9,Sunday,1,66.944,Autumn
2018-09-10,7.0,2.406,2.0,49.4,14.0,3.0,1.0,2.0,2018,9,Monday,10,Monday,0,80.806,Autumn
2018-09-11,9.0,2.726,3.0,50.6,15.0,0.0,6.0,4.0,2018,9,Tuesday,11,Tuesday,0,90.326,Autumn
2018-09-12,4.0,3.0,2.0,35.0,18.0,0.0,5.0,0.0,2018,9,Wednesday,12,Wednesday,0,67.0,Autumn
2018-09-13,2.83,3.086,1.0,20.6,5.0,2.0,12.0,2.0,2018,9,Thursday,13,Thursday,0,48.516000000000005,Autumn
2018-09-14,8.0,7.02,4.0,54.0,7.0,0.0,1.0,2.0,2018,9,Friday,14,Friday,0,83.02,Autumn
2018-09-15,6.0,2.01,4.0,19.7,6.0,0.0,10.0,4.4,2018,9,Saturday,15,Saturday,1,52.11,Autumn
2018-09-16,3.33,0.67,3.25,24.25,6.0,1.0,7.0,3.0,2018,9,Sunday,16,Sunday,1,48.5,Autumn
2018-09-17,3.0,2.33,3.75,44.4,10.0,1.0,5.0,0.0,2018,9,Monday,17,Monday,0,69.47999999999999,Autumn
2018-09-18,4.34,3.0,3.7,20.0,6.0,0.0,1.0,5.0,2018,9,Tuesday,18,Tuesday,0,43.04,Autumn
2018-09-19,6.0,3.68,2.0,26.0,10.0,0.0,9.0,7.0,2018,9,Wednesday,19,Wednesday,0,63.68,Autumn
2018-09-20,2.0,4.067,2.0,24.2,13.0,1.0,0.0,5.0,2018,9,Thursday,20,Thursday,0,51.266999999999996,Autumn
2018-09-21,4.66,5.837,1.0,33.1,10.0,0.0,1.0,3.0,2018,9,Friday,21,Friday,0,58.597,Autumn
2018-09-22,6.0,3.833,1.5,31.6,6.0,1.0,23.0,3.0,2018,9,Saturday,22,Saturday,1,75.93299999999999,Autumn
2018-09-23,7.34,9.439,3.25,42.862,9.0,0.0,8.0,5.0,2018,9,Sunday,23,Sunday,1,84.891,Autumn
2018-09-24,7.33,3.67,5.5,53.8,7.0,0.0,9.0,2.0,2018,9,Monday,24,Monday,0,88.3,Autumn
2018-09-25,6.0,4.736,3.3,53.85,11.0,0.0,22.0,2.0,2018,9,Tuesday,25,Tuesday,0,102.886,Autumn
2018-09-26,3.0,9.0,6.0,41.4,9.0,1.0,0.0,3.0,2018,9,Wednesday,26,Wednesday,0,72.4,Autumn
2018-09-27,4.0,6.567,4.6,19.0,11.0,0.0,7.0,3.0,2018,9,Thursday,27,Thursday,0,55.167,Autumn
2018-09-28,2.0,4.68,3.7,40.6,3.0,0.0,5.0,3.0,2018,9,Friday,28,Friday,0,61.980000000000004,Autumn
2018-09-29,3.5,5.33,2.15,57.7,4.0,0.0,21.0,1.0,2018,9,Saturday,29,Saturday,1,94.68,Autumn
2018-09-30,11.01,2.01,2.0,54.0,9.0,1.0,3.0,3.0,2018,9,Sunday,30,Sunday,1,85.02,Autumn
2018-10-01,3.0,4.932,1.0,53.0,10.0,0.0,21.0,3.0,2018,10,Monday,1,Monday,0,95.932,Autumn
2018-10-02,6.0,3.91,3.5,18.6,7.0,0.0,6.0,0.0,2018,10,Tuesday,2,Tuesday,0,45.010000000000005,Autumn
2018-10-03,6.0,3.33,3.0,34.9,12.0,2.0,5.0,4.0,2018,10,Wednesday,3,Wednesday,0,70.22999999999999,Autumn
2018-10-04,6.0,3.36,2.0,32.0,12.0,1.0,5.0,0.0,2018,10,Thursday,4,Thursday,0,61.36,Autumn
2018-10-05,4.84,3.397,1.1,22.8,7.0,0.0,14.0,1.0,2018,10,Friday,5,Friday,0,54.137,Autumn
2018-10-06,2.0,5.36,3.2,59.25,4.0,0.0,3.0,0.1,2018,10,Saturday,6,Saturday,1,76.91,Autumn
2018-10-07,2.68,7.35,2.0,42.4,8.0,0.0,9.0,1.0,2018,10,Sunday,7,Sunday,1,72.43,Autumn
2018-10-08,4.0,1.68,3.0,30.0,18.0,5.0,0.0,3.0,2018,10,Monday,8,Monday,0,64.68,Autumn
2018-10-09,2.0,1.67,1.0,30.0,18.0,0.0,29.0,1.0,2018,10,Tuesday,9,Tuesday,0,82.67,Autumn
2018-10-10,9.0,8.01,4.1,41.2,13.0,0.0,20.0,2.0,2018,10,Wednesday,10,Wednesday,0,97.31,Autumn
2018-10-11,2.0,2.33,2.1,31.0,15.0,0.0,0.0,1.0,2018,10,Thursday,11,Thursday,0,53.43,Autumn
2018-10-12,6.33,4.363,1.0,26.0,6.0,0.0,1.0,6.0,2018,10,Friday,12,Friday,0,50.693,Autumn
2018-10-13,6.99,4.507,3.25,29.6,8.0,0.0,6.0,3.0,2018,10,Saturday,13,Saturday,1,61.347,Autumn
2018-10-14,2.34,6.01,6.2,51.7,9.0,2.0,0.0,6.0,2018,10,Sunday,14,Sunday,1,83.25,Autumn
2018-10-15,7.17,0.066,3.0,47.6,12.0,0.0,5.0,6.0,2018,10,Monday,15,Monday,0,80.836,Autumn
2018-10-16,6.0,5.322,2.0,27.3,5.0,3.0,6.0,0.0,2018,10,Tuesday,16,Tuesday,0,54.622,Autumn
2018-10-17,2.33,6.0,4.0,52.2,5.0,0.0,1.0,4.0,2018,10,Wednesday,17,Wednesday,0,74.53,Autumn
2018-10-18,4.34,3.0,1.1,14.0,9.0,1.0,10.0,5.0,2018,10,Thursday,18,Thursday,0,47.44,Autumn
2018-10-19,4.0,2.066,0.0,10.6,5.0,2.0,6.0,4.0,2018,10,Friday,19,Friday,0,33.666,Autumn
2018-10-20,2.34,2.02,2.0,33.0,9.0,0.0,34.0,5.0,2018,10,Saturday,20,Saturday,1,87.36,Autumn
2018-10-21,6.67,8.69,1.0,56.3,5.0,3.0,5.0,1.0,2018,10,Sunday,21,Sunday,1,86.66,Autumn
2018-10-22,2.66,7.01,3.3,18.8,8.0,0.0,28.0,1.3,2018,10,Monday,22,Monday,0,69.07,Autumn
2018-10-23,2.34,2.0,0.45,44.8,9.0,1.0,11.0,3.0,2018,10,Tuesday,23,Tuesday,0,73.59,Autumn
2018-10-24,4.0,2.109,5.0,37.2,7.0,0.0,10.0,1.5,2018,10,Wednesday,24,Wednesday,0,66.809,Autumn
2018-10-25,5.33,5.429,3.0,52.2,12.0,0.0,33.0,3.0,2018,10,Thursday,25,Thursday,0,113.959,Autumn
2018-10-26,4.0,5.373,4.6,44.0,14.0,1.0,14.0,1.0,2018,10,Friday,26,Friday,0,87.973,Autumn
2018-10-27,8.34,3.426,2.2,49.975,12.0,1.0,7.0,2.0,2018,10,Saturday,27,Saturday,1,85.941,Autumn
2018-10-28,5.33,5.33,1.6,53.75,9.0,3.0,13.0,3.0,2018,10,Sunday,28,Sunday,1,94.01,Autumn
2018-10-29,5.35,2.67,2.35,32.8,5.0,0.0,10.0,3.0,2018,10,Monday,29,Monday,0,61.169999999999995,Autumn
2018-10-30,9.33,4.0,1.0,18.2,7.0,0.0,13.0,1.0,2018,10,Tuesday,30,Tuesday,0,53.53,Autumn
2018-10-31,2.0,4.68,3.0,34.1,7.0,0.0,2.0,2.0,2018,10,Wednesday,31,Wednesday,0,54.78,Autumn
2018-11-01,7.84,0.34,3.0,25.0,6.0,3.0,7.0,0.0,2018,11,Thursday,1,Thursday,0,52.18,Autumn
2018-11-02,5.14,1.845,0.0,32.6,8.2,0.0,1.0,3.3,2018,11,Friday,2,Friday,0,52.084999999999994,Autumn
2018-11-03,3.0,3.0,6.2,45.4,2.0,0.0,0.0,2.0,2018,11,Saturday,3,Saturday,1,61.599999999999994,Autumn
2018-11-04,13.99,4.896,0.0,52.0,7.0,0.0,13.0,1.0,2018,11,Sunday,4,Sunday,1,91.886,Autumn
2018-11-05,6.33,2.34,6.0,29.0,14.0,0.0,13.0,2.3,2018,11,Monday,5,Monday,0,72.97,Autumn
2018-11-06,3.33,6.68,10.55,37.7,8.0,0.0,13.0,2.5,2018,11,Tuesday,6,Tuesday,0,81.76,Autumn
2018-11-07,7.0,1.863,3.0,38.9,15.0,3.0,8.0,0.0,2018,11,Wednesday,7,Wednesday,0,76.763,Autumn
2018-11-08,3.0,1.573,6.0,38.0,5.0,0.0,16.0,2.0,2018,11,Thursday,8,Thursday,0,71.57300000000001,Autumn
2018-11-09,5.0,0.67,5.0,43.0,7.0,1.0,22.0,0.0,2018,11,Friday,9,Friday,0,83.67,Autumn
2018-11-10,4.33,2.417,2.0,35.6,7.0,1.0,11.0,1.1,2018,11,Saturday,10,Saturday,1,64.447,Autumn
2018-11-11,11.0,4.246,2.0,33.65,14.0,0.0,10.0,1.0,2018,11,Sunday,11,Sunday,1,75.896,Autumn
2018-11-12,2.34,2.33,7.0,35.0,15.0,2.0,24.0,1.0,2018,11,Monday,12,Monday,0,88.67,Autumn
2018-11-13,6.33,5.35,6.0,29.7,18.0,0.0,18.0,3.0,2018,11,Tuesday,13,Tuesday,0,86.38,Autumn
2018-11-14,5.66,4.67,3.0,28.4,9.0,0.0,0.0,0.0,2018,11,Wednesday,14,Wednesday,0,50.73,Autumn
2018-11-15,2.0,4.083,2.0,49.6,3.0,2.0,29.0,0.0,2018,11,Thursday,15,Thursday,0,91.68299999999999,Autumn
2018-11-16,8.33,2.66,4.0,21.5,6.0,0.0,6.0,0.4,2018,11,Friday,16,Friday,0,48.89,Autumn
2018-11-17,8.0,2.34,1.0,39.0,5.0,0.0,13.0,2.0,2018,11,Saturday,17,Saturday,1,70.34,Autumn
2018-11-18,4.68,4.68,5.0,32.9,7.0,1.0,10.0,1.0,2018,11,Sunday,18,Sunday,1,66.25999999999999,Autumn
2018-11-19,6.01,2.44,2.0,47.2,6.0,3.0,3.0,0.0,2018,11,Monday,19,Monday,0,69.65,Autumn
2018-11-20,5.33,3.803,4.0,31.5,4.0,1.0,10.0,3.0,2018,11,Tuesday,20,Tuesday,0,62.632999999999996,Autumn
2018-11-21,7.0,2.34,3.25,22.0,5.0,0.0,5.0,1.0,2018,11,Wednesday,21,Wednesday,0,45.59,Autumn
2018-11-22,8.0,7.066,3.0,22.4,9.0,0.0,15.0,2.0,2018,11,Thursday,22,Thursday,0,66.466,Autumn
2018-11-23,6.0,4.472,3.0,29.6,13.0,1.0,24.0,3.0,2018,11,Friday,23,Friday,0,84.072,Autumn
2018-11-24,5.66,5.78,5.0,29.2,11.0,0.0,7.0,0.3,2018,11,Saturday,24,Saturday,1,63.94,Autumn
2018-11-25,5.33,3.593,3.15,19.1,6.0,1.0,3.0,2.0,2018,11,Sunday,25,Sunday,1,43.173,Autumn
2018-11-26,5.33,2.34,2.0,36.3,15.0,1.0,16.0,3.0,2018,11,Monday,26,Monday,0,80.97,Autumn
2018-11-27,8.0,4.67,2.0,41.5,2.0,0.0,5.0,2.0,2018,11,Tuesday,27,Tuesday,0,65.17,Autumn
2018-11-28,3.0,5.67,1.0,24.4,15.0,2.0,8.0,4.0,2018,11,Wednesday,28,Wednesday,0,63.07,Autumn
2018-11-29,4.33,4.32,1.0,22.6,7.0,0.0,1.0,3.0,2018,11,Thursday,29,Thursday,0,43.25,Autumn
2018-11-30,1.0,3.01,1.0,22.4,3.0,0.0,0.0,2.5,2018,11,Friday,30,Friday,0,32.91,Autumn
2018-12-01,7.0,8.779,2.05,41.0,7.0,3.0,13.0,2.0,2018,12,Saturday,1,Saturday,1,83.82900000000001,Winter
2018-12-02,3.17,5.779,10.0,65.7,6.0,0.0,27.0,8.0,2018,12,Sunday,2,Sunday,1,125.649,Winter
2018-12-03,6.0,5.083,2.1,44.0,13.0,0.0,13.0,1.0,2018,12,Monday,3,Monday,0,84.18299999999999,Winter
2018-12-04,2.5,3.0,3.0,32.2,11.0,0.0,5.0,3.0,2018,12,Tuesday,4,Tuesday,0,59.7,Winter
2018-12-05,5.33,3.726,3.5,41.3,13.0,0.0,15.0,2.0,2018,12,Wednesday,5,Wednesday,0,83.856,Winter
2018-12-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,12,Thursday,6,Thursday,0,0.0,Winter
2018-12-07,5.0,3.01,3.0,47.4,14.0,0.0,12.0,3.0,2018,12,Friday,7,Friday,0,87.41,Winter
2018-12-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,12,Saturday,8,Saturday,1,0.0,Winter
2018-12-09,4.66,6.69,4.1,57.7,9.0,0.0,11.0,0.0,2018,12,Sunday,9,Sunday,1,93.15,Winter
2018-12-10,4.0,5.0,1.5,23.8,12.0,1.0,7.0,1.0,2018,12,Monday,10,Monday,0,55.3,Winter
2018-12-11,4.0,4.01,8.35,28.0,12.0,3.0,2.0,5.5,2018,12,Tuesday,11,Tuesday,0,66.86,Winter
2018-12-12,4.33,2.0,3.0,37.6,11.0,0.0,21.0,0.0,2018,12,Wednesday,12,Wednesday,0,78.93,Winter
2018-12-13,3.68,2.243,3.0,47.5,6.0,0.0,6.0,0.0,2018,12,Thursday,13,Thursday,0,68.423,Winter
2018-12-14,2.0,2.0,0.2,23.4,2.0,1.0,29.0,1.0,2018,12,Friday,14,Friday,0,60.599999999999994,Winter
2018-12-15,4.0,2.34,3.45,62.4,5.0,0.0,26.0,2.3,2018,12,Saturday,15,Saturday,1,105.49,Winter
2018-12-16,1.33,4.32,0.2,27.0,3.0,0.0,7.0,1.0,2018,12,Sunday,16,Sunday,1,43.85,Winter
2018-12-17,6.34,2.01,5.0,53.0,6.0,1.0,22.0,2.0,2018,12,Monday,17,Monday,0,97.35,Winter
2018-12-18,0.33,2.473,1.0,34.5,12.0,3.0,9.0,2.0,2018,12,Tuesday,18,Tuesday,0,64.303,Winter
2018-12-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,12,Wednesday,19,Wednesday,0,0.0,Winter
2018-12-20,8.34,1.66,1.0,27.0,12.0,3.0,1.0,0.0,2018,12,Thursday,20,Thursday,0,54.0,Winter
2018-12-21,2.0,1.35,0.0,35.0,12.0,1.0,13.0,1.0,2018,12,Friday,21,Friday,0,65.35,Winter
